frequency,v1_0,v1_1,v1_2,v1_3,v1_4,v1_5,v1_6,v1_7,v1_8,v1_9,v1_10,v1_11,v1_12,v1_13,v1_14,v1_15,v1_16,v1_17,v1_18,v1_19,v1_20,v1_21,v1_22,v1_23,v1_24,v1_25,v1_26,v1_27,v1_28,v1_29,v1_30,v1_31,v2_0,v2_1,v2_2,v2_3,v2_4,v2_5,v2_6,v2_7,v2_8,v2_9,v2_10,v2_11,v2_12,v2_13,v2_14,v2_15,v2_16,v2_17,v2_18,v2_19,v2_20,v2_21,v2_22,v2_23,v2_24,v2_25,v2_26,v2_27,v2_28,v2_29,v2_30,v2_31,class
202186,-110.876,-109.234,-106.53,-102.235,-99.3444,-98.3142,-92.6853,-91.3171,-89.1552,-90.6193,-87.8514,-86.3803,-83.4646,-84.3236,-84.2808,-84.2976,-83.7468,-84.0044,-85.8757,-82.9583,-85.2615,-84.4106,-84.7196,-87.4274,-89.6735,-94.9903,-99.1786,-101.791,-106.014,-105.585,-107.95,-109.56,5.03493,7.10065,3.59222,8.62302,7.64658,8.13896,7.94915,5.0436,3.97523,5.53516,9.25641,7.23757,8.36047,6.63081,5.42155,6.7137,8.61037,4.36859,7.17784,6.31604,6.10806,3.33772,6.36371,3.41724,7.11713,6.04591,5.78163,5.62796,6.30276,4.72058,6.82154,4.61269,FM
202186,-111.682,-106.471,-104.667,-101.04,-100.785,-96.5259,-94.1412,-91.6371,-88.1511,-90.2272,-87.0164,-87.2077,-85.486,-84.6776,-83.89,-83.0205,-84.26,-85.3536,-86.3322,-84.338,-84.1026,-84.2196,-84.3463,-83.7993,-84.8252,-92.4164,-95.4656,-98.076,-100.408,-103.634,-105.519,-107.179,3.74057,7.62108,4.03993,8.68645,3.55042,8.04239,4.66076,5.56584,5.10618,6.62243,8.35893,6.75455,6.54066,5.2029,5.35363,7.53884,8.49316,4.65674,5.22173,3.96517,3.78768,4.57164,4.76611,3.18574,7.1525,2.99483,7.55946,4.25591,7.95663,3.29001,5.35159,4.81078,FM
202186,-99.4554,-100.177,-102.576,-102.363,-101.641,-94.5249,-91.939,-90.6284,-88.7885,-89.0126,-87.041,-86.6094,-85.2092,-84.798,-84.2546,-84.0513,-96.706,-96.631,-97.484,-97.1849,-97.8363,-97.9818,-99.1285,-99.8357,-100.802,-103.948,-105.756,-107.634,-109.297,-110.707,-112.118,-110.004,3.51394,18.2322,5.54325,6.46024,3.75821,4.99622,4.07655,5.89381,4.60358,5.84697,5.29639,5.09603,6.34182,3.20612,4.90166,3.69181,5.73506,6.61939,5.38647,4.4726,6.30583,4.92179,6.15408,4.27189,4.22939,5.75757,4.44167,2.55219,5.06838,7.0485,8.41791,25.4107,FM
202186,-102.156,-101.689,-114.446,-110.175,-109.694,-105.611,-99.819,-95.1762,-94.3634,-93.5159,-91.1952,-89.1263,-87.827,-86.9939,-85.9961,-85.3399,-83.5131,-84.5568,-85.454,-86.4426,-87.0022,-88.4713,-89.2237,-92.9977,-94.956,-97.5097,-101.456,-104.624,-107.978,-112.5,-114.643,-100.701,3.82085,17.2702,4.00317,4.33303,3.2346,4.74799,6.93574,5.25695,3.49452,2.58318,5.91968,4.52035,4.49667,3.42284,2.76402,5.0508,5.1173,3.16567,4.83397,3.37352,3.19749,5.46033,5.42468,4.59695,4.36753,4.77914,6.27808,4.29431,7.95345,3.87504,5.4268,19.6801,FM
202186,-102.087,-103.439,-116.153,-111.192,-110.092,-106.794,-104.487,-102.715,-100.811,-97.719,-93.3548,-91.0968,-88.5126,-85.7534,-84.4342,-81.8327,-81.2582,-82.7468,-83.6976,-85.3554,-90.3771,-93.2562,-96.6483,-98.8113,-103.043,-105.127,-108.501,-111.614,-113.594,-116.841,-121.409,-99.0169,3.82092,18.5154,4.12194,4.40524,4.74095,5.05735,6.78695,4.63544,2.93302,3.76343,6.43651,5.88705,4.46301,4.60543,2.72601,3.32377,4.11823,3.7257,4.29131,5.54764,3.50372,4.44355,4.77038,7.07191,3.80098,4.00825,5.15516,3.97643,5.38964,6.96506,4.84952,26.1035,FM
202186,-71.8082,-75.6095,-98.2734,-96.7543,-94.134,-91.0068,-87.646,-83.9245,-80.9259,-76.0612,-71.4043,-67.1511,-62.8698,-58.7929,-57.9171,-57.0074,-57.1769,-58.9632,-61.3632,-64.1146,-68.337,-72.2266,-76.0469,-80.5713,-85.0447,-89.0002,-92.1449,-94.6656,-96.0544,-97.8422,-72.0008,-71.4064,4.4006,27.493,4.80096,4.7783,5.23873,5.63345,4.48519,5.66483,5.39084,6.43639,6.33018,6.12673,5.58774,6.34552,3.87764,4.29608,4.27253,4.94397,5.23236,6.06527,5.65515,5.44221,6.33668,6.40593,6.29844,5.14957,5.35852,5.07774,4.88114,4.74039,29.8138,4.45111,FM
202186,-99.2326,-101.95,-127.245,-124.064,-121.993,-119.691,-115.201,-111.886,-108.185,-103.539,-97.0315,-94.7928,-88.5738,-85.4065,-82.2128,-80.2905,-82.221,-83.4945,-85.4333,-90.5516,-92.2741,-99.8447,-104.33,-106.424,-113.66,-116.249,-120.683,-123.922,-125.238,-126.941,-99.3156,-97.9032,3.45808,29.0721,4.64762,4.73826,4.56306,3.56387,5.95638,6.47159,5.10941,5.06895,7.13113,5.938,8.85352,5.07703,3.99082,4.86763,3.95823,3.85812,6.33051,2.91238,7.67784,6.08338,4.18916,8.06155,6.35381,6.4465,4.64241,4.80294,4.22073,3.41773,30.9192,5.1455,FM
202186,-99.4536,-100.384,-127.715,-128.38,-124.46,-123.359,-121.959,-116.911,-115.239,-110.001,-104.641,-102.282,-94.1581,-92.9862,-86.5194,-84.0006,-83.1018,-85.5243,-88.9002,-92.7664,-99.3927,-102.681,-107.066,-113.969,-118.95,-120.2,-123.721,-127.007,-126.906,-127.837,-98.5711,-97.0863,3.00964,30.9201,4.64296,2.54042,4.61363,4.40047,3.75109,8.22379,7.55467,8.18789,6.91613,3.4394,6.95557,4.62679,8.85006,6.47101,4.40691,5.93069,4.0323,8.96007,5.22151,4.65335,6.40819,5.94592,5.05911,5.59424,4.58678,4.49603,4.08499,7.98453,29.7954,5.66681,FM
202186,-106.425,-112.886,-112.95,-108.311,-106.836,-101.92,-99.6288,-99.3385,-96.8032,-95.4663,-89.2109,-89.6033,-83.5223,-83.767,-80.5264,-82.8436,-82.1623,-82.2722,-83.5135,-83.6587,-87.4783,-85.2001,-87.9951,-89.2467,-90.1833,-94.6039,-97.9634,-101.607,-103.603,-106.98,-110.046,-111.995,6.39201,6.32886,3.96896,5.52114,8.04697,6.04088,5.2649,16.2237,2.54858,3.52173,5.92071,6.44844,8.90766,6.73957,6.74159,7.88592,14.3324,2.15627,3.15137,3.12964,4.78152,3.99855,3.20847,4.1052,3.83891,2.87932,2.96028,13.7729,5.21467,5.68661,7.39906,6.50282,FM
202186,-96.2608,-99.6022,-112.569,-111.116,-110.514,-108.438,-106.81,-102.654,-100.201,-97.7546,-93.8548,-92.06,-87.9442,-86.7728,-83.9437,-83.8818,-83.8357,-85.6659,-87.2324,-88.6246,-91.4982,-93.415,-95.938,-98.4893,-100.64,-103.261,-105.575,-108.843,-110.964,-111.505,-98.1882,-97.4418,6.5807,17.2899,4.9122,5.68321,5.5343,7.00533,5.84432,9.1956,5.89332,8.65405,6.06295,6.42243,6.42324,6.44304,6.11644,5.7899,7.7712,5.37954,5.6593,5.8252,5.50418,5.28197,5.43089,5.50179,5.13773,6.26661,5.02449,6.51833,4.9604,4.98599,17.6115,4.7187,FM
202186,-96.9754,-100.401,-113.001,-111.312,-110.63,-108.392,-106.706,-102.789,-100.318,-97.8614,-93.7878,-92.0445,-87.7746,-86.6619,-83.751,-83.7023,-83.6576,-85.3313,-86.9904,-88.3636,-91.3247,-93.1911,-95.8131,-98.4186,-100.551,-103.247,-105.603,-108.759,-110.988,-111.664,-98.8527,-98.2178,6.76205,16.9813,4.89725,5.78546,5.56745,7.2094,5.84207,9.09325,5.97733,9.05677,6.03856,6.50402,6.46275,6.46809,6.18785,5.91384,7.61221,5.45087,5.6896,5.82646,5.49337,5.30136,5.43975,5.51496,5.13393,6.40879,5.02411,6.48742,4.95341,4.95998,17.3326,4.7457,FM
202186,-97.9064,-102.869,-107.907,-106.721,-105.674,-101.552,-98.2623,-97.3029,-95.4422,-94.1702,-90.6396,-89.6401,-85.9536,-85.425,-82.9429,-83.0629,-83.466,-87.5273,-93.1411,-93.9981,-96.3891,-97.1696,-99.4061,-101.202,-102.565,-104.836,-106.889,-109.041,-110.601,-111.584,-107.527,-107.762,7.90892,8.76831,5.08037,6.06608,5.44432,8.86411,5.44522,7.14883,5.9205,9.88873,5.19565,6.37724,5.86966,6.20212,6.22956,6.22725,8.70594,9.29087,5.54095,5.47925,4.94773,5.10425,4.94225,5.08366,4.96191,6.73846,4.91453,5.61125,4.97086,4.71046,9.82308,4.87496,FM
202186,-102.652,-111.737,-112.997,-112.538,-108.324,-104.079,-101.382,-98.3836,-95.0812,-92.4001,-90.1269,-87.3569,-84.9991,-84.2936,-83.679,-82.9034,-82.5855,-82.7941,-84.8417,-85.1448,-87.6573,-89.5058,-89.9444,-92.1289,-96.8098,-101.494,-103.755,-108.902,-110.508,-109.479,-98.6052,-99.1398,4.97492,5.40887,5.25864,4.44027,5.14221,5.79983,5.2944,4.62678,4.61785,4.56846,4.42281,6.20517,5.17782,4.32072,4.22873,4.34441,5.73312,4.66903,4.36347,5.13256,5.00206,4.30806,4.32232,5.50272,5.66338,4.11108,8.13831,4.4412,5.0204,3.93009,13.734,3.55932,FM
202186,-96.8243,-103.258,-105.211,-105.423,-99.2108,-95.5161,-92.5335,-91.2531,-89.616,-90.0245,-88.9077,-88.1998,-86.9983,-85.7782,-84.2962,-83.2579,-90.9928,-96.1005,-101.927,-102.69,-102.863,-103.442,-103.907,-105.029,-107.269,-108.703,-109.404,-111.179,-112.211,-112.003,-107.679,-107.526,15.0414,6.93858,4.54622,4.92022,4.89926,6.10931,6.52908,7.20833,7.70959,5.08708,5.45057,5.07539,4.75469,7.63366,6.35343,7.20082,6.0304,8.19523,5.6452,4.50438,5.629,4.62031,8.46538,9.172,6.70562,5.78682,4.95478,5.42485,4.90493,4.6538,25.3044,4.37891,FM
202186,-97.4333,-118.825,-123.377,-122.321,-119.805,-116.895,-111.02,-104.637,-97.1331,-99.7929,-102.106,-99.5156,-97.8948,-91.1113,-84.853,-80.8438,-83.2868,-89.6337,-97.1135,-100.223,-102.375,-103.79,-99.7076,-101.73,-109.761,-116.167,-120.871,-122.032,-121.63,-121.422,-100.51,-99.6682,16.0876,7.7879,4.20497,4.40607,6.29494,5.71041,5.45591,7.46463,8.58706,7.40488,4.51147,4.72498,4.64012,10.0407,8.01608,6.25255,8.68674,8.68275,6.76045,7.47225,5.59517,3.93655,8.17426,9.59003,7.90319,6.11328,4.65069,5.50256,5.95536,5.61647,23.4166,3.51189,FM
202186,-97.398,-122.512,-125.701,-125.854,-122.316,-115.874,-115.707,-112.495,-111.705,-111.861,-105.286,-96.6951,-89.3155,-87.9062,-87.2593,-86.6017,-87.6202,-88.7996,-90.2049,-95.7843,-99.5691,-109.183,-114.757,-114.379,-117.171,-119.049,-121.11,-125.319,-126.123,-122.975,-99.7936,-99.8891,15.1811,6.49199,3.03468,2.77949,5.67329,7.16507,3.52431,4.70717,4.14561,5.34284,8.06182,8.71313,7.02625,2.61502,4.12082,4.11682,6.10762,3.12627,6.57513,5.83601,8.68214,7.21409,3.28999,4.919,2.9057,4.14308,4.44486,4.2691,4.23723,7.45625,27.4987,5.09886,FM
202186,-94.0641,-94.826,-119.027,-113.962,-119.07,-118.217,-115.182,-113.589,-109.536,-104.768,-99.9844,-95.8978,-94.961,-90.8422,-86.1659,-80.8115,-78.8379,-80.5911,-87.1651,-91.9985,-95.2278,-97.6231,-100.818,-105.854,-110.522,-113.977,-117.099,-120.794,-123.331,-124.193,-112.224,-100.844,3.86876,29.8133,5.48791,7.42949,4.45595,5.25307,4.34595,4.75893,5.27226,5.55857,7.25268,5.6766,4.72177,6.28964,6.56001,6.13481,4.52907,8.19175,7.28897,6.2498,6.17149,5.2045,6.31231,6.94094,5.42466,5.32862,5.2202,5.07894,4.34239,3.8831,16.7443,6.00507,FM
202186,-94.6414,-94.8311,-119.48,-113.656,-118.04,-119.569,-117.946,-114.453,-110.786,-105.287,-102.963,-98.5328,-95.0714,-90.6814,-83.5336,-80.7281,-78.8879,-81.3074,-88.2547,-92.9826,-96.0855,-100.481,-102.909,-108.015,-112.325,-116.25,-120.873,-121.961,-124.742,-125.364,-112.15,-101.035,3.73638,28.5226,4.69302,8.86552,6.44386,5.86591,6.3463,6.58507,6.75684,7.64036,5.15671,6.26467,4.77167,6.85994,9.41486,5.67711,4.48664,6.11048,5.6881,5.69712,7.48337,5.2097,8.08536,7.02464,5.48279,6.72298,4.12293,5.31348,4.16104,3.78871,16.4856,5.83568,FM
202186,-93.7949,-96.0814,-119.674,-114.872,-120.399,-119.808,-117.442,-113.057,-111.268,-105.645,-102.243,-96.5121,-93.6737,-89.8201,-84.2149,-80.2347,-77.7225,-78.2537,-88.2556,-92.0185,-95.5392,-98.2039,-100.164,-107.381,-110.613,-115.549,-118.224,-120.489,-124.261,-124.8,-112.502,-100.966,4.58664,27.0835,3.68679,5.72569,2.6948,4.40973,5.75253,7.27229,4.83217,5.91539,4.81294,7.5983,5.29263,7.97548,8.17349,4.21801,3.29948,8.37418,6.81928,6.02238,6.96172,3.60315,11.6905,4.53266,7.30348,5.63915,2.18417,5.84554,4.6273,5.59208,14.6268,6.47424,FM
202186,-104.961,-103.078,-107.567,-104.824,-103.506,-101.208,-97.5222,-93.8571,-93.0504,-91.309,-88.7874,-85.7496,-85.7264,-84.3359,-82.6059,-82.5088,-82.401,-83.4735,-83.5691,-86.8325,-87.2872,-86.7249,-90.504,-92.9838,-95.6597,-97.845,-101.037,-103.777,-106.316,-107.559,-111.512,-101.189,4.07571,9.78723,3.18181,3.30437,3.01243,3.92435,5.37541,7.53958,3.04119,3.11372,4.96017,5.71186,5.01606,4.0378,3.14706,1.708,4.23573,4.70168,4.46162,2.97731,5.7897,7.48368,5.72903,4.97978,3.31638,5.54716,4.51836,4.80958,4.66788,7.06646,5.24555,10.5515,FM
202186,-104.329,-99.2671,-110.379,-109.275,-108.383,-102.896,-99.5135,-95.9044,-95.1733,-92.9007,-90.7074,-88.924,-87.2383,-86.3495,-82.6899,-82.9751,-82.4559,-83.3225,-83.3096,-84.5328,-88.2404,-88.7803,-88.735,-92.1256,-92.7852,-98.084,-101.163,-103.566,-108.026,-107.528,-109.615,-101.512,2.679,16.7537,3.09219,5.54133,5.4015,5.64836,4.57703,5.82256,3.23696,3.63432,4.62499,5.6955,6.8724,4.27343,5.86996,6.56428,5.5239,3.28819,4.66103,5.94504,3.29062,5.19395,4.64088,4.41655,5.86752,3.52415,5.41168,7.24075,2.67663,5.3363,4.03169,9.17818,FM
202186,-104.513,-103.355,-111.742,-108.192,-108.031,-105.702,-101.128,-98.9786,-95.1427,-92.8222,-91.4123,-89.2107,-86.8371,-84.3401,-84.0333,-81.4225,-81.735,-83.6446,-82.6188,-84.7829,-86.093,-90.9914,-92.1979,-94.7241,-97.2791,-101.108,-104.757,-107.205,-109.393,-108.156,-112.511,-104.226,4.34274,11.6062,2.80933,7.1254,3.59178,2.43607,6.42593,4.8531,3.15952,3.02,6.24706,5.65156,5.58978,4.62176,5.83023,3.99174,4.23822,2.7121,6.9054,3.38306,6.51207,5.52583,4.90023,6.37469,5.53571,3.84909,4.60699,4.66212,4.4891,7.33997,5.04121,9.14806,FM
202186,-108.535,-114.453,-113.351,-109.804,-106.761,-103.386,-101.14,-96.9516,-95.3898,-93.2757,-90.3078,-88.7799,-86.7388,-85.4927,-84.6505,-83.5676,-83.7567,-83.3765,-84.3765,-84.7144,-85.2228,-86.5497,-87.3584,-88.0068,-90.1953,-93.1194,-96.3388,-99.1722,-101.741,-104.032,-104.151,-108.367,10.6771,5.25561,4.36668,5.40618,5.92945,5.44127,5.46472,7.16104,5.69502,4.81867,5.21742,3.86835,4.56624,4.64591,3.53087,5.02203,4.32875,5.21799,4.04342,3.89164,4.33214,4.07699,3.58342,4.3285,5.9269,4.17744,4.37881,4.18488,4.66482,3.6241,6.20168,5.32775,FM
