frequency,v1_0,v1_1,v1_2,v1_3,v1_4,v1_5,v1_6,v1_7,v1_8,v1_9,v1_10,v1_11,v1_12,v1_13,v1_14,v1_15,v1_16,v1_17,v1_18,v1_19,v1_20,v1_21,v1_22,v1_23,v1_24,v1_25,v1_26,v1_27,v1_28,v1_29,v1_30,v1_31,v2_0,v2_1,v2_2,v2_3,v2_4,v2_5,v2_6,v2_7,v2_8,v2_9,v2_10,v2_11,v2_12,v2_13,v2_14,v2_15,v2_16,v2_17,v2_18,v2_19,v2_20,v2_21,v2_22,v2_23,v2_24,v2_25,v2_26,v2_27,v2_28,v2_29,v2_30,v2_31,class
784753,-120.663,-118.234,-125.272,-121.846,-107.722,-120.534,-120.952,-122.873,-100.32,-98.4133,-99.9557,-99.5772,-111.74,-97.2444,-89.358,-80.7172,-83.0264,-85.1268,-98.2068,-108.644,-115.9,-97.9924,-96.8724,-97.0119,-100.449,-122.523,-123.862,-121.617,-122.736,-120.181,-121.693,-119.441,4.66066,7.02807,4.2448,6.27168,20.5385,8.90414,8.22725,6.87193,24.2763,6.60284,4.22975,17.7816,6.27947,13.8613,9.53888,8.81937,4.83918,13.4089,12.0574,7.31062,2.76987,21.6438,5.70754,3.98704,24.9882,3.51672,3.84723,6.02229,6.48896,7.76199,3.99316,6.37481,FM
5737700,-103.775,-95.1862,-78.8961,-88.4564,-89.5422,-87.7748,-87.695,-86.7321,-86.5833,-86.9749,-86.8953,-88.7752,-88.7098,-88.8401,-89.2808,-88.7147,-88.7781,-92.0212,-92.258,-91.6182,-89.5416,-90.0235,-89.104,-86.9841,-85.8724,-85.2597,-85.1608,-85.5226,-86.1242,-89.9573,-94.0318,-102.765,4.61875,9.67826,17.4381,4.74022,4.55492,4.88988,4.71517,4.71656,4.60501,4.72328,4.52143,5.12263,5.17837,5.06305,5.0358,5.04818,5.29445,4.71562,4.74294,4.84557,5.06885,5.03772,5.14688,4.75856,4.9811,4.75914,5.29685,4.58186,5.53515,6.52469,9.56785,5.41691,ATSC
4468210,-95.8157,-95.9679,-96.1684,-96.299,-87.6627,-86.7359,-86.5264,-82.1776,-86.9293,-88.2621,-87.9161,-88.4974,-88.2344,-87.9479,-86.9063,-86.9857,-87.0258,-84.0841,-80.5447,-88.0579,-87.8893,-87.2823,-88.1801,-88.3065,-88.1315,-88.0855,-88.4841,-89.3418,-95.1089,-97.2358,-96.3895,-84.5153,4.63548,4.59123,4.57421,4.56211,12.0393,5.26938,5.51996,9.47182,5.15518,4.68523,4.58996,4.73892,4.73174,4.92732,5.24608,4.88628,5.60874,8.04674,11.6176,4.64065,4.69187,4.91528,5.00958,4.71597,4.65236,4.68467,4.7727,10.3172,6.44382,4.53344,4.88048,14.0315,LTE DL
6446190,-103.641,-95.0513,-83.6529,-108.89,-112.622,-109.559,-110.205,-108.467,-88.418,-74.2156,-87.8208,-88.3416,-88.1707,-87.8377,-86.8907,-84.0199,-83.1838,-83.807,-85.269,-81.8298,-81.3108,-81.8821,-82.8591,-90.8259,-111.865,-104.259,-111.819,-111.689,-111.838,-111.892,-103.435,-122.054,49.02,9.59074,24.6876,6.11295,6.09211,9.03029,6.53793,9.74054,29.6141,14.5915,5.74917,5.47626,4.2708,3.11163,4.34506,4.48949,3.97285,4.57797,5.85732,6.30879,4.80545,3.37104,7.95283,25.3846,3.69764,10.6703,5.31929,3.61994,5.26598,6.4473,18.4304,42.6,ATSC
5907640,-106.609,-91.5703,-73.96,-89.4217,-90.3184,-91.8018,-91.5951,-91.3194,-90.5373,-90.9453,-90.208,-90.4595,-91.5137,-90.385,-87.5638,-86.848,-86.9858,-85.9001,-86.1857,-86.8638,-88.2118,-88.3769,-86.9729,-84.6203,-83.2946,-84.2322,-85.5036,-84.3369,-85.0853,-87.2248,-92.4661,-104.547,10.2581,13.3617,19.8015,4.50724,5.92276,5.02708,4.62088,4.46021,5.18538,5.25476,5.33169,4.80472,4.33717,4.92286,5.70545,4.77302,4.39785,4.59746,5.18423,4.68861,5.21656,5.06429,5.32562,4.84181,4.69035,5.00244,4.3661,4.68071,4.48437,6.64145,10.3385,13.6532,ATSC
5590260,-95.6465,-92.9456,-75.8969,-86.9568,-87.6595,-86.0448,-87.7686,-86.1669,-87.5416,-86.7702,-87.4828,-88.1108,-87.5892,-87.3405,-86.8097,-87.2514,-86.9467,-87.6273,-85.8337,-86.2536,-86.3654,-87.1113,-88.1502,-87.987,-87.3314,-86.7665,-86.9921,-87.8465,-86.7128,-88.4731,-92.5788,-101.494,7.22685,11.6337,18.4883,4.23905,5.21078,5.34584,3.12508,4.6042,5.14433,4.97308,5.3481,3.98643,6.79908,3.30383,4.58358,4.21091,4.92808,4.40531,5.78013,4.28355,5.22958,3.0895,3.64111,3.45441,5.13802,5.09814,3.81184,6.57127,6.39854,6.73549,12.2732,5.87508,ATSC
16748300,-92.0847,-91.9274,-93.9369,-91.6383,-90.2853,-87.9292,-85.7196,-86.2016,-84.1629,-81.0214,-83.6279,-84.3821,-80.8692,-76.9214,-78.1102,-78.4032,-77.7206,-79.1633,-80.6082,-83.0056,-86.3119,-86.6727,-91.1067,-92.7907,-95.0142,-103.287,-100.571,-98.351,-104.149,-103.702,-105.14,-106.314,5.26034,4.06403,4.11118,3.75333,4.73053,8.73607,5.32742,6.50342,5.81797,4.75875,4.51483,8.75924,5.1302,5.12188,5.26373,7.57159,4.47364,8.15874,4.52496,4.42372,5.05265,7.26254,6.69484,5.68835,6.01076,8.83991,7.67072,7.00258,6.30302,6.1965,5.15153,5.70405,WIFI_2.4
16405900,-100.419,-95.9611,-94.53,-96.3178,-94.2229,-92.4011,-92.484,-90.415,-90.6927,-90.6928,-90.8212,-91.1325,-90.8471,-88.9311,-88.6666,-88.5069,-88.5478,-88.9177,-90.9204,-90.7628,-91.8645,-91.0472,-91.7704,-95.3899,-96.9346,-98.7018,-100.995,-101.763,-103.5,-106.843,-110.225,-110.394,5.35429,5.26505,5.24879,4.9897,5.06982,5.01411,5.10192,5.09106,5.39601,5.99346,6.08099,6.02678,5.95939,5.13293,5.02025,4.85461,4.81768,5.05061,4.90693,5.05453,5.18118,5.28552,5.83873,6.04666,6.33528,6.38988,5.54867,5.26656,5.45644,5.29222,5.15682,5.06062,WIFI_2.4
15478800,-105.841,-103.295,-99.6255,-97.9071,-94.9446,-94.1308,-92.5534,-91.0422,-91.727,-93.433,-87.3181,-88.1015,-86.294,-85.6791,-86.1984,-84.5716,-84.5983,-84.8909,-84.4008,-85.3729,-85.2,-85.2423,-88.1337,-93.7171,-88.3245,-87.8608,-89.0738,-90.0049,-89.6232,-91.5371,-91.4165,-91.6551,4.08691,5.09994,4.80106,4.49519,6.27608,2.23471,6.72655,4.65217,9.52847,12.3155,5.63416,4.35672,5.40905,5.13924,4.25909,2.64722,4.90054,4.55467,3.2205,5.38351,4.24891,4.52168,6.26851,4.51161,5.40948,4.48087,4.32249,3.91755,4.45988,3.79409,4.43686,6.4474,WIFI_2.4
16650800,-98.4864,-96.42,-98.0988,-95.1586,-93.987,-95.0561,-92.2027,-91.2075,-88.3188,-86.7375,-87.0187,-91.0159,-86.676,-84.3085,-83.5761,-85.7037,-84.5985,-84.8132,-87.6259,-86.8415,-91.0175,-92.3802,-95.3037,-97.4115,-97.2354,-101.867,-104.05,-103.89,-106.723,-110.964,-111.691,-113.608,4.81512,3.88723,3.35342,6.9817,6.89788,4.52457,4.56779,3.29434,6.26708,6.11697,4.32635,6.79218,6.60291,4.46414,3.88204,3.9269,5.84263,7.9577,3.96407,5.86877,4.29876,3.4493,6.016,5.69228,5.86187,9.84009,7.65032,5.63227,6.66585,4.57239,4.60918,5.7455,WIFI_2.4
15186400,-95.4143,-93.2946,-93.6635,-91.1523,-91.2072,-91.0674,-87.9417,-88.8905,-86.909,-86.9485,-90.3348,-86.6774,-87.1835,-87.7309,-86.2081,-88.8687,-87.3162,-88.0825,-89.8522,-89.6656,-92.9338,-95.0274,-96.5172,-99.3429,-103.679,-105.036,-106.142,-108.33,-113.647,-114.82,-116.288,-117.392,5.99618,7.55601,3.74092,4.01978,4.61699,4.23622,6.64303,3.24598,4.40346,2.86789,2.47049,4.39385,4.14902,3.91837,3.68082,2.80929,2.85396,4.36407,5.2956,5.103,4.96435,4.41823,4.19919,4.38583,5.27644,5.53101,6.01335,6.50072,5.27325,6.70409,7.58419,4.86714,WIFI_2.4
14306800,-103.804,-100.26,-99.1217,-101.275,-105.38,-101.11,-98.1592,-95.4403,-94.289,-91.9986,-91.9253,-91.071,-89.3107,-90.6209,-95.3542,-90.4464,-89.5731,-89.2215,-88.9005,-88.4449,-87.9917,-88.1343,-88.5859,-89.8602,-89.8536,-92.2853,-92.2688,-92.7652,-97.9525,-96.0878,-94.5858,-96.4655,4.33626,5.24596,4.08437,5.80871,4.7654,9.05878,6.83592,5.11526,5.21851,4.67719,5.10348,5.46384,5.39542,4.43552,4.39941,9.71854,2.75671,5.34982,3.97573,4.08535,5.60542,6.16186,5.68708,4.43199,4.63954,3.30732,6.23408,6.70856,7.37984,5.60344,7.01035,6.39345,WIFI_2.4
13084800,-100.456,-98.849,-99.0499,-97.6235,-98.0935,-97.312,-97.4371,-96.5426,-97.5503,-98.7569,-97.526,-96.2788,-97.2112,-97.732,-97.4167,-96.4697,-96.6247,-96.1669,-96.969,-96.604,-94.8336,-95.0071,-93.8363,-94.6767,-95.7593,-95.444,-97.0722,-101.61,-99.203,-99.7292,-99.9531,-101.587,2.93476,5.23875,4.39849,4.92077,4.22836,3.47603,3.77679,5.52531,2.56896,3.66743,4.45107,4.73543,7.38451,7.04025,4.78814,6.12564,4.28463,4.62701,3.49236,3.9134,6.54981,5.00215,5.26021,3.95342,3.73257,4.35567,5.34717,3.78394,4.28714,5.46429,9.29461,5.83627,WIFI_2.4
1.51614e+07,-99.9783,-98.3843,-96.999,-95.6612,-94.295,-93.219,-92.0927,-91.0024,-89.9817,-89.2805,-88.3531,-88.2389,-87.1127,-86.7091,-86.2983,-86.4119,-86.7508,-87.2501,-88.1758,-89.2019,-90.8757,-92.4788,-94.5489,-96.3394,-98.1372,-100.181,-101.047,-102.436,-103.81,-105.296,-106.82,-108.147,7.90984,8.06803,4.3404,5.78822,4.26346,4.37778,6.40298,3.78115,5.44226,4.73473,4.01918,8.52605,4.77258,10.5718,11.3878,3.8153,5.37842,3.80103,4.94296,5.99719,3.87412,8.11852,4.52645,5.45398,3.70163,4.53285,9.20609,7.78369,7.30683,5.33143,6.62312,4.16676,WIFI_2.4
1.72856e+07,-101.965,-100.023,-100.073,-98.9226,-96.9963,-98.3105,-95.5692,-95.6781,-95.12,-95.0122,-93.4831,-96.5835,-94.9887,-90.1922,-91.4395,-91.5287,-91.9231,-91.513,-91.5988,-94.2067,-95.305,-94.8539,-97.5043,-99.7686,-100.706,-103.433,-105.535,-103.87,-106.892,-110.073,-109.049,-113.335,6.49522,5.49621,4.7644,3.72452,5.99609,5.56882,3.31951,4.6459,5.11922,4.52833,2.99309,3.74516,7.26215,6.20772,2.33938,4.97394,5.57627,6.75265,5.13384,4.58591,3.56216,5.76212,5.59177,3.55089,3.97911,11.0349,4.37402,5.0087,6.96465,3.05264,8.34464,4.37023,WIFI_2.4
1.54063e+07,-97.3526,-96.2557,-94.6053,-94.0914,-92.9151,-91.8781,-91.2886,-89.5729,-88.6334,-88.0906,-86.4427,-86.5296,-87.5486,-86.4876,-84.5925,-84.8638,-85.5343,-85.5589,-86.1774,-87.0956,-88.1668,-89.4761,-91.0795,-94.3033,-96.4219,-98.2408,-101.387,-103.222,-103.038,-105.013,-108.201,-109.13,5.22628,4.66522,5.42447,4.60573,4.8407,5.09433,4.56151,5.58409,4.97699,4.92156,5.50592,4.93976,6.30517,6.30795,5.57012,5.22009,4.90702,4.77056,4.90076,4.81416,4.70188,4.93296,5.91844,5.42873,5.1938,5.80455,6.97007,5.24886,5.21752,6.1433,5.21799,5.33937,WIFI_2.4
1.71132e+07,-103.094,-102.345,-102.961,-101.68,-99.7288,-100.393,-99.776,-96.4993,-96.3699,-95.5542,-96.7877,-98.1296,-93.674,-93.8775,-93.7659,-93.5793,-93.5142,-93.4507,-94.9712,-97.674,-97.4974,-101.334,-104.721,-104.12,-105.011,-111.78,-107.583,-108.086,-111.146,-111.729,-109.918,-114.988,5.22153,6.26899,5.77751,6.78487,7.13179,5.97072,4.93404,7.77566,4.91313,5.09631,6.06831,5.75162,7.96495,3.53473,5.0582,6.64068,6.86298,8.00681,5.56268,5.45647,7.22955,5.98278,6.0466,7.25293,10.8967,6.96576,7.32711,6.45509,5.50878,4.95888,7.64542,4.55738,WIFI_2.4
1.42093e+07,-99.805,-94.6903,-92.013,-91.076,-90.2036,-89.2168,-88.892,-88.6713,-89.0031,-89.9636,-89.7859,-89.3915,-88.9667,-90.8116,-91.9764,-89.19,-87.9928,-88.0265,-87.3548,-87.2639,-86.8483,-86.2934,-86.2689,-85.8763,-86.0889,-86.1838,-86.8093,-90.5236,-92.5401,-92.9217,-94.174,-96.8741,6.57756,6.72893,5.08948,4.95425,5.0421,4.81761,4.96849,4.94384,4.96957,4.88107,5.3179,5.16274,7.1325,6.94988,6.08008,6.46033,4.86944,4.86937,4.8626,4.88362,4.90361,4.91449,4.94269,4.74224,4.88299,5.07357,7.20848,7.16346,7.11955,6.50545,5.57386,5.99185,WIFI_2.4
1.45517e+07,-101.381,-95.3418,-92.4755,-91.6892,-90.2827,-89.5693,-89.1898,-88.7971,-89.3772,-89.8701,-90.1509,-89.9947,-88.7957,-90.0054,-92.3343,-89.7282,-88.0642,-88.1896,-87.8478,-87.3681,-87.4156,-86.8909,-86.7088,-86.5736,-86.2838,-86.7078,-87.228,-89.1172,-92.4135,-93.3359,-93.5391,-96.3737,6.17653,8.2968,5.17421,4.97821,5.13948,4.8141,4.98633,5.00585,4.84046,4.81234,5.22241,5.08562,5.99402,6.03502,6.89719,7.27441,4.86696,4.94036,4.79419,4.97067,4.82199,5.03248,4.93661,4.80516,5.02427,4.90487,5.72555,6.43498,9.02419,7.18385,5.39845,6.153,WIFI_2.4
1.30373e+07,-94.8443,-92.6773,-91.8055,-89.3955,-89.111,-88.6943,-87.4565,-87.5583,-87.8782,-88.4196,-88.105,-86.2656,-88.1448,-92.8744,-88.629,-88.6562,-89.6269,-89.0507,-89.794,-89.8112,-88.9611,-88.5302,-87.4016,-88.0952,-87.8972,-87.1122,-90.0888,-95.8831,-93.0993,-93.0927,-96.833,-99.5483,6.89226,4.87246,4.70503,6.67976,4.56471,5.29812,4.6518,4.82431,5.23577,4.35201,5.37471,5.43735,8.64563,6.691,5.0409,5.9027,4.73742,4.77181,5.32742,4.65774,5.4174,5.16686,5.24844,4.69045,4.65674,4.6908,7.23672,7.28387,4.46943,6.0385,5.87255,6.12894,WIFI_2.4
1.30848e+07,-97.7322,-95.2722,-92.8015,-91.1821,-90.2229,-89.0848,-88.8348,-88.3215,-87.9706,-87.735,-86.2844,-85.9162,-87.7648,-88.4164,-88.0097,-87.9935,-89.0013,-89.3922,-90.0449,-89.2317,-88.1779,-86.767,-85.4072,-85.1897,-84.9942,-84.8506,-87.0911,-90.4306,-90.6551,-91.6536,-94.6698,-97.5534,6.70521,5.50919,5.57938,4.97904,5.04357,4.94766,4.69624,4.87249,4.81056,5.0746,5.13979,5.15047,7.77499,8.07123,5.38096,5.40043,5.05697,5.05327,4.9352,5.31904,4.99715,5.00279,4.99006,4.88575,4.55644,5.29398,9.25429,8.10201,5.63014,6.18306,5.65732,5.96634,WIFI_2.4
1.44542e+07,-97.9615,-95.1355,-92.6124,-91.08,-90.1463,-89.064,-88.7559,-88.2569,-87.9309,-87.6488,-86.4425,-85.9532,-87.5675,-88.2195,-88.3245,-88.0888,-88.8104,-89.4376,-90.1877,-89.3102,-88.2671,-86.7591,-85.5376,-85.25,-84.9036,-84.8569,-86.9907,-89.9732,-90.9693,-91.7148,-94.3643,-97.387,6.76207,5.68672,5.65598,4.93177,5.03956,5.03351,4.71266,4.99836,4.86131,5.11658,5.21573,5.17226,7.67336,8.11023,5.50298,5.52425,5.13441,4.91822,4.98948,5.33603,5.15265,5.1086,4.94547,4.89144,4.72091,5.41597,8.96131,8.22936,5.7934,6.21169,5.7766,6.06228,WIFI_2.4
1.30623e+07,-94.8637,-94.1296,-91.4994,-89.6235,-89.0675,-87.8239,-87.6568,-87.8583,-88.1361,-89.5555,-87.9865,-87.3533,-90.6354,-91.8505,-88.7624,-88.8523,-88.6643,-87.8093,-88.1116,-86.6831,-85.5535,-84.8724,-83.6148,-83.9061,-83.9444,-83.4436,-86.6841,-91.702,-89.7219,-91.0262,-95.3355,-98.5751,7.48297,4.49784,5.83211,4.73127,5.53089,5.01179,5.02517,5.42014,5.07101,5.35364,4.89869,5.74055,9.9785,8.68894,5.71141,4.78584,5.43395,4.89174,5.22495,5.77879,5.24566,5.10958,5.68935,5.40897,4.79406,5.66575,10.7125,9.04213,4.38921,6.37507,6.42593,6.63983,WIFI_2.4
